NLC,TLC,Station Name,Region,Local Authority,Constituency,OS Grid Easting,OS Grid Northing,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,SRS Code,SRS Description,NR Route,CRP Line Designation,Entries & Exits_Full,Entries & Exits_Reduced,Entries & Exits_Season,1617 Entries & Exits,1516 Entries & Exits,1617 Interchanges,Large station change flag,Small station change flag,Explanation of large change,Source for explanation of large change
7043,SED,Shelford,East,South Cambridgeshire,South Cambridgeshire,546516,252219,Greater Anglia,,,,D.05,Stansted - Ely,Anglia,,46418,83086,52634,182138,174954,,,,,
6888,SNF,Shenfield,East,Brentwood,Brentwood and Ongar,561349,195022,Greater Anglia,,,,D.11,Shenfield - Ipswich,Anglia,,1051252,1088132,1607188,3746572,3689850,1411378.401,,,,
9587,SPB,Shepherds Bush,London,Hammersmith and Fulham (London),Hammersmith,523799,179989,London Overground,,,London Travelcard Area Station,A.12,East Kent Routes,South East,,1732554,2717472,3534016,7984042,8653428,26450.8728,,,,
5186,SPH,Shepherd's Well,South East,Dover,Dover,625800,148200,Southeastern,,,,A.12,East Kent Routes,South East,,10214,21568,13250,45032,40912,,1,,,
5605,SHP,Shepperton,South East,Spelthorne,Spelthorne,508153,167563,South West Trains,,,,C.12,Inner Windsor Lines,Wessex,,104636,118070,201012,423718,448414,,,,,
7044,STH,Shepreth,East,South Cambridgeshire,South Cambridgeshire,539190,248150,Govia Thameslink Railway,,,,G.04,Hitchin - Cambridge,Anglia,,25302,46274,39180,110756,105852,,,,,
7319,SHM,Sheringham,East,North Norfolk,North Norfolk,615810,343050,Greater Anglia,,,,D.19,East Suffolk Line and Norfolk Branches,Anglia,Bittern Line,47418,143466,19068,209952,195104,,,,,
3150,SHI,Shiplake,South East,South Oxfordshire,Henley,477640,179762,Great Western Railway,,,,J.12,Henley-on-Thames Branch,Western,,25436,25180,42016,92632,91314,,,,,
7073,SPP,Shippea Hill,East,East Cambridgeshire,South East Cambridgeshire,564174,284098,Greater Anglia,,,,D.09,Ely - Norwich,Anglia,,102,40,14,156,12,,,1,,
3009,SIP,Shipton,South East,West Oxfordshire,Witney,428143,218642,Great Western Railway,,,,J.11,Cotswolds Line,Western,,2800,1266,2502,6568,5660,,,,,
7455,SRY,Shoeburyness,East,Southend-on-Sea,Rochford and Southend East,593986,185044,c2c,,,,F.01,Fenchurch Street - Shoeburyness,Anglia,,210278,188780,346704,745762,723170,,,,,
5930,SHO,Sholing,South East,City of Southampton,"Southampton, Itchen",444760,111000,South West Trains,,,,C.11,Cosham - St Denys / Eastleigh,Wessex,,42416,32150,41674,116240,120880,,,,,
1024,SDC,Shoreditch High Street,London,Tower Hamlets (London),Bethnal Green and Bow,533629,182251,London Overground,,,London Travelcard Area Station,n/a,East London Line,South East,,1810334,3378710,2665960,7855004,7661254,562975.1834,,,,
5074,SEH,Shoreham (Kent),South East,Sevenoaks,Sevenoaks,552587,161510,Southeastern,,,,A.05,Chislehurst - Ashford,South East,,8662,19990,15642,44294,40812,,,,,
5277,SSE,Shoreham-By-Sea,South East,Adur,East Worthing and Shoreham,521800,105300,Govia Thameslink Railway,,,,B.05,Brighton - Havant,South East,,210894,562972,365086,1138952,1458128,,1,,Southern industrial action and timetable changes,https://www.rmt.org.uk/news/new-southern-strike-dates-announced/
5084,SRT,Shortlands,London,Bromley (London),Beckenham,539330,169320,Southeastern,,,London Travelcard Area Station,A.01,Victoria Lines,South East,,413994,382656,836488,1633138,1651664,4601.2453,,,,
5125,SID,Sidcup,London,Bexley (London),Old Bexley and Sidcup,546335,172640,Southeastern,,,London Travelcard Area Station,A.07,Dartford Lines to Gravesend and Hayes Branch,South East,,783584,854058,1409880,3047522,3059858,,,,,
6972,SLV,Silver Street,London,Enfield (London),Edmonton,533916,192420,London Overground,,,London Travelcard Area Station,D.02,Hackney Downs - Cheshunt / Enfield Town,Anglia,,400724,599178,580714,1580616,1389866,,1,,,
5187,SIT,Sittingbourne,South East,Swale,Sittingbourne and Sheppey,590564,163871,Southeastern,,,,A.09,Gravesend / Swanley - Margate,South East,,436350,735822,991892,2164064,2111046,382329.9482,,,,
5154,SGR,Slade Green,London,Bexley (London),Bexleyheath and Crayford,552248,176588,Southeastern,,,London Travelcard Area Station,A.07,Dartford Lines to Gravesend and Hayes Branch,South East,,186834,183092,441010,810936,787142,9679.3363,,,,
3172,SLO,Slough,South East,Slough,Slough,497839,180157,Great Western Railway,,,,J.02,Heathrow Airport Jcn - Reading,Western,,1343188,2210142,2117168,5670498,5529074,1648180.685,,,,
5494,SAB,Smallbrook Junction,South East,Isle of Wight,Isle of Wight,459815,90504,South West Trains (Island Line),,,,C.10,Isle of Wight,Wessex,Island Line,6952,5816,0,12768,12134,,,,,
5189,SDA,Snodland,South East,Tonbridge and Malling,Chatham and Aylesford,570660,161860,Southeastern,,,,A.11,Strood - Paddock Wood,South East,,56254,66920,126524,249698,217306,,1,,Continued increase due to improved HS1 services,"National Rail Timetable, December 2015"
5185,SWO,Snowdown,South East,Dover,Dover,624537,151141,Southeastern,,,,A.12,East Kent Routes,South East,,2080,3442,1410,6932,7676,,,,,
5126,SOR,Sole Street,South East,Gravesham,Gravesham,565583,167583,Southeastern,,,,A.09,Gravesend / Swanley - Margate,South East,,8308,16970,43342,68620,59572,,1,,,
7320,SYT,Somerleyton,East,Waveney,Waveney,647930,296530,Greater Anglia,,,,D.19,East Suffolk Line and Norfolk Branches,Anglia,,3484,6252,1902,11638,10092,,1,,,
1452,SAT,South Acton,London,Ealing (London),Ealing Central and Acton,520170,179280,London Overground,,,London Travelcard Area Station,E.01,Richmond - Willesden Jcn,Anglia,,235862,249150,307230,792242,722238,,,,,
5425,SBM,South Bermondsey,London,Southwark (London),Camberwell and Peckham,535160,178370,Govia Thameslink Railway,,,London Travelcard Area Station,B.07,South Central Inner Suburban,South East,,122676,205438,298466,626580,757098,,1,,Southern industrial action and timetable changes,https://www.rmt.org.uk/news/new-southern-strike-dates-announced/
5410,SCY,South Croydon,London,Croydon (London),Croydon Central,532830,164380,Govia Thameslink Railway,,,London Travelcard Area Station,B.02,Windmill Bridge Jcn - Brighton,South East,,324574,263564,543396,1131534,1251526,,,,,
3138,SGN,South Greenford,London,Ealing (London),Ealing North,515465,182960,Great Western Railway,,,London Travelcard Area Station,J.08,Greenford Lines,Western,,19388,18054,15668,53110,62184,,1,,Greenford branch lines terminating at West Ealing not Paddington,https://web.archive.org/web/20161014155456/https://www.gwr.com/travel-updates/planned-engineering/greenford-line-alterations
1451,SOH,South Hampstead,London,Camden (London),Hampstead and Kilburn,526390,184075,London Overground,,,London Travelcard Area Station,N.11,Euston - Watford Junction (DC Lines),London North Western,,84094,157942,181292,423328,456228,,,,,
1453,SOK,South Kenton,London,Brent (London),Brent North,517330,187060,London Underground,,,London Travelcard Area Station,N.11,Euston - Watford Junction (DC Lines),London North Western,,146152,245260,201192,592604,591656,,,,,
5292,SMO,South Merton,London,Merton (London),Wimbledon,524945,168635,Govia Thameslink Railway,,,London Travelcard Area Station,B.08,South Central Sutton Lines,South East,,34256,29862,49936,114054,139816,,1,,Southern industrial action and timetable changes,https://www.rmt.org.uk/news/new-southern-strike-dates-announced/
3057,SRU,South Ruislip,London,Hillingdon (London),Uxbridge and South Ruislip,511070,185440,London Underground,,,London Travelcard Area Station,M.01,Marylebone - Aynho Jcn,London North Western,,99794,72408,57112,229314,234704,,,,,
7404,STO,South Tottenham,London,Haringey (London),Tottenham,533680,188595,London Overground,,,London Travelcard Area Station,E.04,Gospel Oak - Woodgrange Park,Anglia,,90452,113640,205442,409534,1379768,,1,,Gospel Oak to Barking Electrification works since Summer 2016,https://www.networkrail.co.uk/running-the-railway/our-routes/anglia/gospel-oak-barking-electrification/
6892,SOF,South Woodham Ferrers,East,Chelmsford,Maldon,580420,197735,Greater Anglia,,,,D.13,Shenfield - Southend / Southminster,Anglia,,96322,82322,367920,546564,571172,,,,,
3187,STL,Southall,London,Ealing (London),"Ealing, Southall",512627,179804,Great Western Railway,,,London Travelcard Area Station,J.01,Paddington - Heathrow Airport Jcn,Western,,584698,955560,1143382,2683640,2791162,,,,,
5922,SOA,Southampton Airport (Parkway),South East,Eastleigh,Eastleigh,444836,117013,South West Trains,,,,C.03,Basingstoke - Southampton,Wessex,,618330,700874,523506,1842710,1819432,179838.1392,,,,
5932,SOU,Southampton Central,South East,City of Southampton,"Southampton, Itchen",441327,112161,South West Trains,,,,C.03,Basingstoke - Southampton,Wessex,,1612292,3413390,1335710,6361392,6359692,1068125.754,,,,
5263,SOB,Southbourne,South East,Chichester,Chichester,476965,105985,Govia Thameslink Railway,,,,B.05,Brighton - Havant,South East,,32842,66620,58028,157490,225900,,1,,Southern industrial action and timetable changes,https://www.rmt.org.uk/news/new-southern-strike-dates-announced/
6947,SBU,Southbury,London,Enfield (London),Edmonton,534840,196230,London Overground,,,London Travelcard Area Station,D.02,Hackney Downs - Cheshunt / Enfield Town,Anglia,,247702,422272,269508,939482,833988,,1,,,
5339,SEE,Southease,South East,Lewes,Lewes,543100,105490,Govia Thameslink Railway,,,,B.06,Brighton / Wivelsfield - Seaford / Hastings,South East,,4610,8358,216,13184,17966,,1,,Southern industrial action and timetable changes,https://www.rmt.org.uk/news/new-southern-strike-dates-announced/
4787,SIA,Southend Airport,East,Rochford,Rochford and Southend East,587569,189000,Stobart Rail,,,,D.13,Shenfield - Southend / Southminster,Anglia,,140710,189176,65760,395646,425160,,,,,
7456,SOC,Southend Central,East,Southend-on-Sea,Rochford and Southend East,588162,185503,c2c,SOUTHEND BR,,,F.01,Fenchurch Street - Shoeburyness,Anglia,,662652.2872,947917.7066,1427730.988,3038300.982,3092306.113,18006.3628,,,,
7457,SOE,Southend East,East,Southend-on-Sea,Rochford and Southend East,589547,185767,c2c,SOUTHEND BR,,,F.01,Fenchurch Street - Shoeburyness,Anglia,,375976.7496,537831.1145,810068.367,1723876.231,1760907.718,551.974,,,,
7420,SOV,Southend Victoria,East,Southend-on-Sea,Rochford and Southend East,588128,185997,Greater Anglia,SOUTHEND BR,,,D.13,Shenfield - Southend / Southminster,Anglia,,409500.9632,585787.1788,882298.6447,1877586.787,1439480.169,3621.2229,1,,,
6890,SMN,Southminster,East,Maldon,Maldon,596190,199566,Greater Anglia,,,,D.13,Shenfield - Southend / Southminster,Anglia,,27368,33844,87190,148402,151942,,,,,
5286,SWK,Southwick,South East,Adur,East Worthing and Shoreham,524323,105147,Govia Thameslink Railway,,,,B.05,Brighton - Havant,South East,,63538,130650,66984,261172,362072,,1,,Southern industrial action and timetable changes,https://www.rmt.org.uk/news/new-southern-strike-dates-announced/
7379,SPN,Spooner Row,East,South Norfolk,Mid Norfolk,609430,297491,Greater Anglia,,,,D.09,Ely - Norwich,Anglia,,324,58,874,1256,664,,,1,,
1562,SAA,St.Albans Abbey,East,St. Albans,St. Albans,514526,206414,London Midland Trains,,,,N.10,Watford Junction - St Albans Abbey,London North Western,Abbey line,49236,83788,31940,164964,165202,,,,,
1548,SAC,St.Albans City,East,St. Albans,St. Albans,515549,207076,Govia Thameslink Railway,,,,I.01,St Pancras - Bedford,London North East and East Midlands,,1730822,2521880,3144262,7396964,7451430,106816.9346,,,,
5914,SDN,St.Denys,South East,City of Southampton,"Southampton, Test",443130,113815,South West Trains,,,,C.03,Basingstoke - Southampton,Wessex,,111176,104926,89938,306040,318044,67994.2014,,,,
5290,SIH,St.Helier,London,Merton (London),Mitcham and Morden,525425,167190,Govia Thameslink Railway,,,London Travelcard Area Station,B.08,South Central Sutton Lines,South East,,53354,46502,83424,183280,227096,,1,,Southern industrial action and timetable changes,https://www.rmt.org.uk/news/new-southern-strike-dates-announced/
6973,SJS,St.James' Street,London,Waltham Forest (London),Walthamstow,536393,188735,London Overground,,,London Travelcard Area Station,D.04,Chingford Branch,Anglia,,263790,418508,477078,1159376,1016152,,1,,,
5059,SAJ,St.John's,London,Lewisham (London),"Lewisham, Deptford",537435,176345,Southeastern,,,London Travelcard Area Station,A.03,London - Chislehurst,South East,,155944,160468,416382,732794,941100,,1,,London Bridge works,http://www.thameslinkprogramme.co.uk/key-dates-and-service-changes
5239,SLQ,St.Leonards Warrior Square,South East,Hastings,Hastings and Rye,580300,109365,Southeastern,,,,A.06,Tonbridge - Hastings,South East,,121548,370498,158666,650712,759176,164612.3467,1,,Southern industrial action and timetable changes,https://www.rmt.org.uk/news/new-southern-strike-dates-announced/
5604,SMG,St.Margaret's (Greater London),London,Richmond upon Thames (London),Twickenham,516810,174255,South West Trains,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,,465984,419216,569456,1454656,1510228,,,,,
6821,SMT,St.Margaret's (Hertfordshire),East,East Hertfordshire,Hertford and Stortford,538131,211803,Greater Anglia,,,,D.03,Hertford East Branch,Anglia,,128716,130388,117272,376376,351450,,,,,
5073,SMY,St.Mary Cray,London,Bromley (London),Orpington,546640,168295,Southeastern,,,London Travelcard Area Station,A.05,Chislehurst - Ashford,South East,,413938,490674,897804,1802416,1805752,,,,,
6110,SNO,St.Neots,East,Huntingdonshire,Huntingdon,519790,260710,Govia Thameslink Railway,,,,G.01,Kings Cross - Peterborough,London North East and East Midlands,,265806,460036,625638,1351480,1340514,,,,,
1555,STP,St.Pancras,London,Camden (London),Holborn and St. Pancras,530000,183160,Network Rail,LONDON BR,,London Travelcard Area Station,I.01,St Pancras - Bedford,London North East and East Midlands,,6932002,14919606,11640868,33492476,31723686,4584113.51,,,,
5670,SNS,Staines,South East,Spelthorne,Spelthorne,504150,171446,South West Trains,,,,C.12,Inner Windsor Lines,Wessex,,893632,927648,950194,2771474,2777174,379040.7356,,,,
6968,SMH,Stamford Hill,London,Hackney (London),Hackney North and Stoke Newington,533380,187930,London Overground,,,London Travelcard Area Station,D.02,Hackney Downs - Cheshunt / Enfield Town,Anglia,,135802,221068,222360,579230,503130,,1,,,
7458,SFO,Stanford-Le-Hope,East,Thurrock,South Basildon and East Thurrock,568227,182276,c2c,,,,F.02,Tilbury Loop,Anglia,,363672,253016,518356,1135044,1067586,,,,,
6834,SSD,Stansted Airport,East,Uttlesford,Saffron Walden,555683,223530,Greater Anglia,,,,D.01,Bethnal Green - Stansted Airport,Anglia,,5077174,2470580,84354,7632108,6012526,30001.5191,1,,"Passenger growth at Stansted Airport, increased rail mode share",http://mag-umbraco-media-live.s3.amazonaws.com/1001/stn_traffic_figures_june_2017.pdf
6833,SST,Stansted Mountfitchet,East,Uttlesford,Saffron Walden,551440,224830,Greater Anglia,,,,D.01,Bethnal Green - Stansted Airport,Anglia,,141360,160420,268080,569860,540510,8115.9293,,,,
5228,SPU,Staplehurst,South East,Maidstone,Maidstone and The Weald,578392,144450,Southeastern,,,,A.14,Tonbridge - Continental Jcn,South East,,112412,268074,470754,851240,857746,,,,,
6092,SVG,Stevenage,East,Stevenage,Stevenage,523448,224090,Govia Thameslink Railway,,,,G.01,Kings Cross - Peterborough,London North East and East Midlands,,1436600,1968196,1441822,4846618,4759972,302503.1663,,,,
1386,SWR,Stewartby,East,Bedford,Mid Bedfordshire,501496,242222,London Midland Trains,,,,N.12,Bletchley - Bedford,London North Western,,5746,11444,19786,36976,36326,,,,,
1467,SKM,Stoke Mandeville,South East,Aylesbury Vale,Aylesbury,483965,210603,Chiltern Railways,,,,M.03,Amersham - Aylesbury Vale,London North Western,,65404,74886,178204,318494,316102,,,,,
6934,SKW,Stoke Newington,London,Hackney (London),Hackney North and Stoke Newington,533670,186910,London Overground,,,London Travelcard Area Station,D.02,Hackney Downs - Cheshunt / Enfield Town,Anglia,,339654,510246,517118,1367018,1165432,,1,,,
5248,SCG,Stone Crossing,South East,Dartford,Dartford,557394,174913,Southeastern,,,,A.07,Dartford Lines to Gravesend and Hayes Branch,South East,,45362,28322,120924,194608,180346,,,,,
1454,SBP,Stonebridge Park,London,Brent (London),Brent Central,519660,184210,London Underground,,,London Travelcard Area Station,N.11,Euston - Watford Junction (DC Lines),London North Western,,198686,331826,280406,810918,832336,,,,,
5240,SOG,Stonegate,South East,Rother,Bexhill and Battle,565892,127169,Southeastern,,,,A.06,Tonbridge - Hastings,South East,,22788,60674,93342,176804,160316,,1,,,
5606,SNL,Stoneleigh,South East,Epsom and Ewell,Epsom and Ewell,522024,164159,South West Trains,,,London Travelcard Area Station,C.07,Main Line Suburban Lines,Wessex,,307384,317760,444618,1069762,1119030,,,,,
7355,SMK,Stowmarket,East,Mid Suffolk,Bury St. Edmunds,605160,258850,Greater Anglia,,,,D.12,Ipswich - Norwich,Anglia,,210774,356046,384576,951396,956202,49939.0983,,,,
6969,SRA,Stratford,London,Newham (London),West Ham,538557,184444,TfL Rail,,,London Travelcard Area Station,D.10,Liverpool Street - Shenfield,Anglia,,9296922,15287486,17667184,42251592,41113260,3872501.273,,,,
7222,SFA,Stratford International,London,Newham (London),West Ham,538175,184760,Southeastern,,,London Travelcard Area Station,n/a,HS1,South East,,437094,1129326,569520,2135940,1632646,,1,,,
5607,STW,Strawberry Hill,London,Richmond upon Thames (London),Twickenham,515520,172415,South West Trains,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,,323582,302806,266938,893326,942636,200.2889,,,,
5383,STE,Streatham,London,Lambeth (London),Streatham,530000,171300,Govia Thameslink Railway,,,London Travelcard Area Station,B.07,South Central Inner Suburban,South East,,622196,682852,1402518,2707566,2926626,477135.7797,,,,
5384,SRC,Streatham Common,London,Lambeth (London),Streatham,529710,170505,Govia Thameslink Railway,,,London Travelcard Area Station,B.01,Victoria - Windmill Bridge Jcn,South East,,680360,1149562,2247218,4077140,4865112,118787.0331,1,,Southern industrial action and timetable changes,https://www.rmt.org.uk/news/new-southern-strike-dates-announced/
5435,SRH,Streatham Hill,London,Lambeth (London),Streatham,530270,172685,Govia Thameslink Railway,,,London Travelcard Area Station,B.07,South Central Inner Suburban,South East,,485780,698988,1039068,2223836,2634390,,1,,Southern industrial action and timetable changes,https://www.rmt.org.uk/news/new-southern-strike-dates-announced/
5191,SOO,Strood,South East,Medway,Rochester and Strood,574027,169356,Southeastern,,,,A.09,Gravesend / Swanley - Margate,South East,,277146,447536,407374,1132056,1197602,476684.1779,,,,
5029,STU,Sturry,South East,Canterbury,Canterbury,617746,160401,Southeastern,,,,A.12,East Kent Routes,South East,,16180,29798,38052,84030,78546,,,,,
7098,SUY,Sudbury,East,Babergh,South Suffolk,587723,241073,Greater Anglia,,,,D.18,Sudbury Branch,Anglia,Gainsborough Line,60962,132070,127010,320042,320994,,,,,
1483,SUD,Sudbury & Harrow Road,London,Brent (London),Brent North,516885,185290,Chiltern Railways,,,London Travelcard Area Station,M.01,Marylebone - Aynho Jcn,London North Western,,11900,2736,23106,37742,30656,,1,,,
1484,SDH,Sudbury Hill Harrow,London,Harrow (London),Harrow West,515465,185710,Chiltern Railways,,,London Travelcard Area Station,M.01,Marylebone - Aynho Jcn,London North Western,,25442,11262,32050,68754,70528,,,,,
5608,SUU,Sunbury,South East,Spelthorne,Spelthorne,510119,169998,South West Trains,,,,C.12,Inner Windsor Lines,Wessex,,112742,110326,211810,434878,432748,,,,,
5155,SUP,Sundridge Park,London,Bromley (London),Bromley and Chislehurst,540673,170245,Southeastern,,,London Travelcard Area Station,A.08,Bromley North Branch,South East,,85712,57192,97840,240744,243006,,,,,
5671,SNG,Sunningdale,South East,Windsor and Maidenhead,Windsor,495206,166764,South West Trains,,,,C.13,Outer Windsor Lines,Wessex,,260266,237660,188714,686640,697446,,,,,
5675,SNY,Sunnymeads,South East,Windsor and Maidenhead,Windsor,500160,175575,South West Trains,,,,C.13,Outer Windsor Lines,Wessex,,14416,14392,13520,42328,45300,,,,,
5571,SUR,Surbiton,London,Kingston upon Thames (London),Kingston and Surbiton,518100,167300,South West Trains,,,London Travelcard Area Station,C.01,Waterloo - Woking,Wessex,,2350496,3248592,3777608,9376696,9443276,730398.5795,,,,
1083,SQE,Surrey Quays,London,Southwark (London),Bermondsey and Old Southwark,535642,178946,London Overground,,,London Travelcard Area Station,n/a,East London Line,South East,,902240,1825210,1943904,4671354,4214654,373445.0046,1,,,
5385,SUO,Sutton (Surrey),London,Sutton (London),Sutton and Cheam,526034,163826,Govia Thameslink Railway,,,London Travelcard Area Station,B.08,South Central Sutton Lines,South East,,1557652,2014046,2954454,6526152,7111238,532618.9253,,,,
5436,SUC,Sutton Common,London,Sutton (London),Sutton and Cheam,525635,165525,Govia Thameslink Railway,,,London Travelcard Area Station,B.08,South Central Sutton Lines,South East,,103066,77282,136106,316454,361812,,1,,Southern industrial action and timetable changes,https://www.rmt.org.uk/news/new-southern-strike-dates-announced/
5249,SWL,Swale,South East,Swale,Sittingbourne and Sheppey,591234,169158,Southeastern,,,,A.10,Sheerness Branch,South East,,2204,1346,908,4458,3916,,,,,
5075,SAY,Swanley,South East,Sevenoaks,Sevenoaks,551016,168271,Southeastern,,,,A.05,Chislehurst - Ashford,South East,,331072,543004,483812,1357888,1331698,143083.2226,,,,
5156,SWM,Swanscombe,South East,Dartford,Dartford,560582,174761,Southeastern,,,,A.07,Dartford Lines to Gravesend and Hayes Branch,South East,,38494,52738,82326,173558,166564,,,,,
5920,SNW,Swanwick,South East,Fareham,Fareham,451750,108720,South West Trains,,,,C.11,Cosham - St Denys / Eastleigh,Wessex,,207894,184332,206742,598968,695136,,1,,No trains for a week in October 2016,http://www.itv.com/news/meridian/update/2016-09-26/disruption-for-train-passengers-in-fareham/
5884,SWY,Sway,South East,New Forest,New Forest East,427590,98420,South West Trains,,,,C.04,Southampton - Weymouth,Wessex,,30616,39356,44066,114038,111560,,,,,
5933,SWG,Swaythling,South East,City of Southampton,Romsey and Southampton North,443910,115930,South West Trains,,,,C.03,Basingstoke - Southampton,Wessex,,39198,35998,57092,132288,132472,,,,,
5437,SYD,Sydenham,London,Lewisham (London),Lewisham West and Penge,535370,171600,London Overground,,,London Travelcard Area Station,B.03,London Bridge - Windmill Bridge Jcn,South East,,967636,1497610,1816908,4282154,4065740,,,,,
5085,SYH,Sydenham Hill,London,Southwark (London),Dulwich and West Norwood,533540,172160,Southeastern,,,London Travelcard Area Station,A.01,Victoria Lines,South East,,191160,206262,351490,748912,718502,,,,,
5609,SYL,Syon Lane,London,Hounslow (London),Brentford and Isleworth,516420,177200,South West Trains,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,,461802,269338,708376,1439516,1474888,,,,,
3195,TAC,Tackley,South East,West Oxfordshire,Witney,448450,220530,Great Western Railway,,,,M.11,Oxford  - Coventry,Western,,5596,10642,6256,22494,24078,,,,,
